product_id,product_name,brand,category,department,sub_department,base_price,unit_of_measure,is_perishable,supplier_id
556,enhance back-end experiences,Howard,Automotive - Accessories,Automotive,Accessories,428.83,oz,False,29
557,envisioneer strategic niches,Garcia,Home - Bedroom,Home,Bedroom,326.48,each,False,100
558,disintermediate robust users,Cook,Grocery - Meat,Grocery,Meat,455.92,lb,True,77
559,facilitate dot-com content,"Ochoa,",Grocery - Produce,Grocery,Produce,127.68,count,True,92
560,unleash global users,Smith-Evans,Garden - Grills,Garden,Grills,447.94,lb,False,59
561,transition cross-media interfaces,Underwood-Todd,Garden - Tools,Garden,Tools,234.41,gal,False,67
562,implement collaborative experiences,"Hays,",Automotive - Tools,Automotive,Tools,293.06,each,False,66
563,enhance bleeding-edge e-tailers,Hall-Matthews,Toys - Outdoor,Toys,Outdoor,324.37,set,False,39
564,engage plug-and-play bandwidth,Conner-Edwards,Electronics - Audio,Electronics,Audio,33.78,each,False,82
565,aggregate cutting-edge e-markets,Gonzales,Toys - Dolls,Toys,Dolls,132.04,set,False,25
566,utilize out-of-the-box channels,"Russo,",Clothing - Accessories,Clothing,Accessories,383.2,each,False,77
567,synthesize synergistic supply-chains,Barnes,Sporting Goods - Team Sports,Sporting Goods,Team Sports,341.01,pair,False,4
568,engineer wireless users,Nguyen-Johnson,Beauty - Hair Care,Beauty,Hair Care,131.18,ml,False,52
569,generate robust channels,Rowland,Sporting Goods - Fitness,Sporting Goods,Fitness,292.34,pair,False,25
570,maximize impactful architectures,Fry,Toys - Puzzles,Toys,Puzzles,343.78,set,False,86
571,incubate integrated solutions,Rodriguez-Hudson,Toys - Outdoor,Toys,Outdoor,151.49,each,False,85
572,grow seamless infrastructures,Garcia,Health - Medicine,Health,Medicine,148.29,oz,False,17
573,reinvent robust metrics,Johnson-Gonzalez,Garden - Decor,Garden,Decor,381.92,each,False,88
574,redefine integrated technologies,Hall,Toys - Action Figures,Toys,Action Figures,112.67,each,False,96
575,mesh innovative bandwidth,Wood,Garden - Grills,Garden,Grills,394.46,lb,False,48
576,leverage world-class e-markets,Moore-Rodriguez,Garden - Decor,Garden,Decor,148.43,each,False,61
577,incubate next-generation info-mediaries,"Jones,",Grocery - Frozen,Grocery,Frozen,290.99,oz,False,61
578,enable best-of-breed content,Meyers-Ortega,Home - Dining,Home,Dining,61.66,set,False,68
579,leverage extensible applications,Shaw,Garden - Grills,Garden,Grills,28.91,each,False,18
580,target efficient solutions,Ritter,Home - Bedroom,Home,Bedroom,205.77,set,False,19
581,optimize wireless metrics,Fox,Toys - Puzzles,Toys,Puzzles,389.9,set,False,43
582,matrix holistic bandwidth,Johnston-Mclaughlin,Clothing - Children,Clothing,Children,317.97,each,False,58
583,envisioneer ubiquitous convergence,"Kirby,",Garden - Tools,Garden,Tools,381.06,each,False,74
584,transition virtual e-markets,White,Clothing - Shoes,Clothing,Shoes,393.03,each,False,17
585,drive user-centric bandwidth,Bartlett-White,Automotive - Tools,Automotive,Tools,317.47,qt,False,55
586,maximize mission-critical interfaces,"Bautista,",Beauty - Fragrance,Beauty,Fragrance,4.32,each,False,26
587,empower distributed web services,Wolfe,Toys - Action Figures,Toys,Action Figures,446.21,each,False,3
588,productize killer models,Riddle-Tran,Grocery - Produce,Grocery,Produce,114.67,count,True,40
589,disintermediate intuitive platforms,"Miranda,",Clothing - Men,Clothing,Men,193.0,each,False,22
590,morph best-of-breed mindshare,Murray,Electronics - Computers,Electronics,Computers,150.49,each,False,59
591,whiteboard plug-and-play architectures,Reese-Foley,Health - Wellness,Health,Wellness,263.0,oz,False,88
592,strategize robust synergies,Wilson-Stark,Clothing - Children,Clothing,Children,498.07,each,False,46
593,harness plug-and-play models,Jones-Kelley,Home - Bathroom,Home,Bathroom,474.14,set,False,3
594,incentivize visionary channels,Hoover-Skinner,Home - Bathroom,Home,Bathroom,364.12,each,False,28
595,leverage vertical metrics,Thompson,Grocery - Frozen,Grocery,Frozen,253.3,oz,False,47
596,incubate impactful communities,Powers,Grocery - Meat,Grocery,Meat,438.51,count,True,99
597,innovate real-time eyeballs,Howard-Robinson,Health - Wellness,Health,Wellness,26.19,count,False,85
598,integrate killer systems,"Williams,",Electronics - Computers,Electronics,Computers,26.01,each,False,54
599,repurpose sticky architectures,"Parker,",Beauty - Fragrance,Beauty,Fragrance,63.54,ml,False,61
600,revolutionize enterprise solutions,Brooks,Clothing - Women,Clothing,Women,348.2,each,False,39
601,aggregate e-business web-readiness,Johnson-Smith,Sporting Goods - Fitness,Sporting Goods,Fitness,331.91,set,False,80
602,transition dynamic methodologies,"Brown,",Automotive - Accessories,Automotive,Accessories,210.57,each,False,66
603,e-enable frictionless communities,Perry,Automotive - Parts,Automotive,Parts,142.78,each,False,64
604,transition world-class vortals,"Sims,",Home - Dining,Home,Dining,101.47,set,False,67
605,strategize cutting-edge initiatives,Lewis,Home - Bedroom,Home,Bedroom,352.3,set,False,21
606,harness virtual synergies,Valdez-Smith,Grocery - Frozen,Grocery,Frozen,249.17,lb,False,89
607,architect ubiquitous e-services,Barrett,Beauty - Hair Care,Beauty,Hair Care,118.77,oz,False,86
608,visualize out-of-the-box paradigms,Mcclure,Electronics - Computers,Electronics,Computers,417.94,each,False,20
609,monetize rich platforms,"Herrera,",Electronics - Gaming,Electronics,Gaming,39.36,each,False,33
610,leverage dot-com platforms,"Nguyen,",Home - Living Room,Home,Living Room,494.35,set,False,34
611,re-contextualize global supply-chains,Reid,Beauty - Makeup,Beauty,Makeup,51.69,oz,False,6
612,harness compelling partnerships,Smith-Barr,Garden - Outdoor Furniture,Garden,Outdoor Furniture,401.18,lb,False,55
613,grow enterprise mindshare,"Harmon,",Electronics - Computers,Electronics,Computers,425.91,each,False,2
614,implement bleeding-edge web-readiness,"Blake,",Clothing - Women,Clothing,Women,165.66,each,False,80
615,brand interactive e-business,Brown,Garden - Plants,Garden,Plants,187.56,lb,False,24
616,synthesize distributed solutions,Bennett,Electronics - Audio,Electronics,Audio,201.31,each,False,35
617,integrate web-enabled metrics,Stevenson-Murphy,Sporting Goods - Water Sports,Sporting Goods,Water Sports,400.34,pair,False,22
618,empower turn-key experiences,Meyer,Electronics - TVs,Electronics,TVs,348.68,each,False,21
619,visualize front-end web-readiness,Bradford,Electronics - Audio,Electronics,Audio,455.78,each,False,73
620,facilitate interactive e-tailers,"Brown,",Beauty - Skincare,Beauty,Skincare,306.43,ml,False,79
621,exploit magnetic metrics,Boyd-White,Grocery - Produce,Grocery,Produce,242.56,gal,True,15
622,whiteboard clicks-and-mortar partnerships,Jones-Lee,Sporting Goods - Water Sports,Sporting Goods,Water Sports,24.88,set,False,84
623,whiteboard B2B e-tailers,Davis,Toys - Action Figures,Toys,Action Figures,352.86,each,False,86
624,engage best-of-breed action-items,"Miller,",Toys - Outdoor,Toys,Outdoor,262.5,each,False,56
625,drive 24/365 action-items,Thompson-Wright,Home - Living Room,Home,Living Room,174.17,set,False,20
626,envisioneer customized functionalities,Nelson,Health - Wellness,Health,Wellness,29.16,each,False,21
627,evolve bricks-and-clicks interfaces,Jackson-Alexander,Health - Personal Care,Health,Personal Care,426.22,count,False,10
628,deliver user-centric eyeballs,Smith-James,Beauty - Hair Care,Beauty,Hair Care,121.95,ml,False,7
629,iterate strategic content,"Medina,",Health - Medicine,Health,Medicine,276.14,oz,False,52
630,synergize plug-and-play content,Campbell-Hart,Home - Kitchen,Home,Kitchen,230.62,set,False,12
631,syndicate intuitive supply-chains,Espinoza,Beauty - Fragrance,Beauty,Fragrance,159.39,ml,False,96
632,orchestrate dynamic synergies,Hensley,Grocery - Dairy,Grocery,Dairy,202.9,oz,True,72
633,drive out-of-the-box models,Frost-Bentley,Health - Vitamins,Health,Vitamins,413.29,each,False,80
634,extend out-of-the-box architectures,Parker-Archer,Garden - Decor,Garden,Decor,282.03,gal,False,86
635,optimize transparent paradigms,Cruz,Beauty - Hair Care,Beauty,Hair Care,182.93,oz,False,29
636,leverage dynamic e-commerce,Wise-Walton,Beauty - Hair Care,Beauty,Hair Care,280.95,each,False,77
637,seize holistic functionalities,"Richardson,",Beauty - Hair Care,Beauty,Hair Care,358.51,oz,False,13
638,brand interactive action-items,Johnson-Li,Home - Kitchen,Home,Kitchen,171.99,set,False,71
639,whiteboard proactive web services,"Hernandez,",Health - First Aid,Health,First Aid,351.63,count,False,22
640,orchestrate dot-com action-items,"Lane,",Beauty - Skincare,Beauty,Skincare,411.27,each,False,93
641,embrace e-business experiences,"Rangel,",Sporting Goods - Fitness,Sporting Goods,Fitness,128.63,each,False,25
642,productize strategic deliverables,Liu,Electronics - Audio,Electronics,Audio,109.35,each,False,92
643,e-enable cutting-edge portals,"Turner,",Toys - Action Figures,Toys,Action Figures,379.05,each,False,82
644,synergize extensible e-markets,"Booth,",Automotive - Parts,Automotive,Parts,386.52,qt,False,59
645,exploit cross-media eyeballs,Goodman-Conrad,Automotive - Electronics,Automotive,Electronics,69.04,qt,False,1
646,strategize extensible synergies,Velasquez,Health - Vitamins,Health,Vitamins,277.5,oz,False,75
647,transform innovative e-markets,"Butler,",Beauty - Bath & Body,Beauty,Bath & Body,390.97,oz,False,89
648,reinvent out-of-the-box ROI,"Taylor,",Automotive - Accessories,Automotive,Accessories,365.78,each,False,14
649,embrace customized networks,Lopez,Sporting Goods - Winter Sports,Sporting Goods,Winter Sports,303.86,set,False,65
650,extend viral solutions,Bird-Savage,Sporting Goods - Water Sports,Sporting Goods,Water Sports,489.78,pair,False,98
651,grow sticky functionalities,Miller,Home - Bedroom,Home,Bedroom,200.13,set,False,38
652,synergize 24/7 niches,Peterson,Beauty - Skincare,Beauty,Skincare,70.8,each,False,90
653,incentivize compelling models,"Hodges,",Health - First Aid,Health,First Aid,421.84,each,False,41
654,implement revolutionary platforms,Boyd,Health - Medicine,Health,Medicine,102.03,each,False,92
655,synergize real-time models,Sherman-Munoz,Garden - Outdoor Furniture,Garden,Outdoor Furniture,460.74,each,False,91
656,facilitate out-of-the-box methodologies,Key-Montoya,Clothing - Accessories,Clothing,Accessories,272.15,each,False,91
657,disintermediate wireless architectures,"Brown,",Electronics - Phones,Electronics,Phones,282.01,each,False,87
658,transform clicks-and-mortar bandwidth,"Morales,",Health - First Aid,Health,First Aid,438.97,oz,False,2
659,utilize 24/7 deliverables,Tapia-Walton,Health - Vitamins,Health,Vitamins,14.58,count,False,7
660,incentivize out-of-the-box systems,"Parks,",Grocery - Produce,Grocery,Produce,134.95,lb,True,37
661,repurpose dynamic synergies,"Rosario,",Garden - Tools,Garden,Tools,420.0,gal,False,38
662,disintermediate revolutionary vortals,"Wallace,",Home - Dining,Home,Dining,18.08,set,False,14
663,re-intermediate strategic convergence,Crosby-David,Automotive - Electronics,Automotive,Electronics,432.68,oz,False,83
664,syndicate mission-critical architectures,Lawson-Joseph,Health - Personal Care,Health,Personal Care,120.31,each,False,37
665,cultivate robust channels,Robles-Turner,Grocery - Meat,Grocery,Meat,194.99,count,True,71
666,innovate plug-and-play communities,Friedman-Olson,Grocery - Dairy,Grocery,Dairy,372.34,lb,True,80
667,incubate web-enabled action-items,Jackson,Beauty - Skincare,Beauty,Skincare,455.91,each,False,91
668,scale e-business platforms,Holder-Johnson,Toys - Outdoor,Toys,Outdoor,274.2,each,False,100
669,re-contextualize world-class architectures,Robinson-Scott,Home - Bedroom,Home,Bedroom,225.5,each,False,24
670,syndicate 24/7 web services,Livingston,Clothing - Accessories,Clothing,Accessories,61.43,each,False,55
671,drive holistic infrastructures,"Cook,",Garden - Decor,Garden,Decor,133.58,each,False,75
672,re-contextualize innovative experiences,Bennett-Love,Garden - Plants,Garden,Plants,166.61,gal,False,20
673,extend enterprise experiences,"Glover,",Grocery - Produce,Grocery,Produce,464.45,oz,True,100
674,enhance magnetic portals,Carter,Automotive - Oil & Fluids,Automotive,Oil & Fluids,246.28,oz,False,71
675,evolve cross-platform applications,Garner,Toys - Action Figures,Toys,Action Figures,392.44,set,False,68
676,maximize out-of-the-box channels,Finley-Ray,Home - Bathroom,Home,Bathroom,261.25,each,False,54
677,implement extensible markets,"Nichols,",Health - Wellness,Health,Wellness,202.89,oz,False,29
678,harness bricks-and-clicks methodologies,Meyer,Home - Bedroom,Home,Bedroom,166.86,set,False,28
679,benchmark magnetic platforms,Smith-Phelps,Automotive - Electronics,Automotive,Electronics,238.47,oz,False,97
680,harness B2B technologies,Porter,Grocery - Dairy,Grocery,Dairy,335.12,gal,True,31
681,orchestrate front-end eyeballs,"Ortega,",Automotive - Electronics,Automotive,Electronics,123.42,each,False,88
682,expedite turn-key content,"Mooney,",Toys - Educational,Toys,Educational,458.12,each,False,50
683,unleash compelling functionalities,Simpson,Garden - Decor,Garden,Decor,362.53,each,False,67
684,synergize leading-edge supply-chains,Carey,Toys - Outdoor,Toys,Outdoor,401.79,set,False,63
685,iterate magnetic markets,Gates,Grocery - Bakery,Grocery,Bakery,449.33,lb,True,42
686,strategize seamless web services,Ritter,Health - Vitamins,Health,Vitamins,474.2,count,False,99
687,strategize cross-platform e-commerce,"Kennedy,",Health - Wellness,Health,Wellness,5.64,count,False,27
688,optimize front-end technologies,"Leblanc,",Home - Living Room,Home,Living Room,418.15,each,False,69
689,transform end-to-end vortals,"Glenn,",Sporting Goods - Fitness,Sporting Goods,Fitness,373.94,each,False,4
690,monetize ubiquitous experiences,Ray,Beauty - Hair Care,Beauty,Hair Care,20.86,oz,False,7
691,scale compelling technologies,Clark,Clothing - Children,Clothing,Children,279.92,each,False,34
692,aggregate value-added relationships,"Chase,",Sporting Goods - Water Sports,Sporting Goods,Water Sports,226.65,set,False,56
693,iterate B2B architectures,Shelton-Jackson,Toys - Action Figures,Toys,Action Figures,195.96,each,False,69
694,streamline mission-critical convergence,White-Williams,Grocery - Frozen,Grocery,Frozen,33.48,oz,False,90
695,deliver cross-platform applications,Booker-Sims,Electronics - Phones,Electronics,Phones,464.16,each,False,38
696,strategize interactive paradigms,Allen,Garden - Decor,Garden,Decor,45.07,lb,False,49
697,monetize virtual experiences,"Bennett,",Sporting Goods - Fitness,Sporting Goods,Fitness,238.04,pair,False,29
698,repurpose e-business bandwidth,"Reyes,",Clothing - Shoes,Clothing,Shoes,398.78,each,False,82
699,implement 24/7 initiatives,Martinez,Clothing - Children,Clothing,Children,339.28,each,False,2
700,repurpose magnetic web-readiness,"Berry,",Health - Wellness,Health,Wellness,72.39,count,False,1
701,extend mission-critical applications,Cruz,Automotive - Electronics,Automotive,Electronics,198.24,oz,False,11
702,scale user-centric content,"Martinez,",Garden - Tools,Garden,Tools,374.64,gal,False,45
703,cultivate viral interfaces,"Smith,",Home - Living Room,Home,Living Room,452.99,each,False,21
704,exploit holistic partnerships,"Hood,",Clothing - Women,Clothing,Women,309.2,each,False,25
705,visualize 24/7 e-tailers,"Merritt,",Electronics - TVs,Electronics,TVs,336.14,each,False,97
706,reinvent clicks-and-mortar schemas,Mcbride-Martinez,Health - Personal Care,Health,Personal Care,323.04,count,False,38
707,enable best-of-breed experiences,Miller,Electronics - Phones,Electronics,Phones,50.89,each,False,43
708,iterate robust infrastructures,Hunter,Toys - Puzzles,Toys,Puzzles,336.3,each,False,13
709,incubate frictionless e-commerce,"Smith,",Garden - Decor,Garden,Decor,36.75,each,False,41
710,mesh distributed web services,"Wallace,",Beauty - Fragrance,Beauty,Fragrance,165.51,each,False,40
711,mesh synergistic metrics,"Dixon,",Automotive - Accessories,Automotive,Accessories,283.63,qt,False,41
712,integrate web-enabled paradigms,Thomas,Sporting Goods - Camping,Sporting Goods,Camping,4.4,each,False,29
713,enable killer applications,Ramirez-Daniel,Sporting Goods - Team Sports,Sporting Goods,Team Sports,420.36,each,False,87
714,brand intuitive schemas,Green-Santos,Toys - Educational,Toys,Educational,232.49,set,False,100
715,leverage wireless bandwidth,Duffy,Garden - Grills,Garden,Grills,276.72,each,False,83
716,brand B2B users,Jones,Automotive - Parts,Automotive,Parts,421.2,each,False,69
717,empower dynamic relationships,"Sandoval,",Home - Bedroom,Home,Bedroom,367.3,each,False,94
718,deploy B2C vortals,Gray-Maynard,Electronics - Computers,Electronics,Computers,425.08,each,False,75
719,incentivize intuitive niches,Schmidt,Automotive - Tools,Automotive,Tools,385.05,each,False,5
720,engage transparent partnerships,Bowman-Cox,Health - First Aid,Health,First Aid,272.64,each,False,61
721,facilitate real-time eyeballs,Hill,Clothing - Children,Clothing,Children,197.45,each,False,18
722,synergize magnetic architectures,Patton,Beauty - Bath & Body,Beauty,Bath & Body,256.18,ml,False,47
723,reinvent extensible applications,Davis-Bailey,Health - Vitamins,Health,Vitamins,332.0,each,False,88
724,maximize front-end schemas,Lawson-Mosley,Clothing - Accessories,Clothing,Accessories,71.89,each,False,23
725,leverage turn-key architectures,Reed,Automotive - Electronics,Automotive,Electronics,330.38,each,False,95
726,innovate wireless info-mediaries,"Anderson,",Beauty - Hair Care,Beauty,Hair Care,22.12,ml,False,30
727,orchestrate end-to-end eyeballs,Bradley-Adams,Electronics - Phones,Electronics,Phones,185.97,each,False,86
728,redefine out-of-the-box action-items,"Franklin,",Home - Dining,Home,Dining,454.04,set,False,50
729,seize plug-and-play mindshare,Hill-Patterson,Beauty - Fragrance,Beauty,Fragrance,441.0,oz,False,84
730,unleash bleeding-edge content,"Hodge,",Toys - Action Figures,Toys,Action Figures,352.45,set,False,95
731,harness e-business functionalities,Jones,Garden - Decor,Garden,Decor,273.08,each,False,49
732,evolve frictionless networks,Miller,Sporting Goods - Team Sports,Sporting Goods,Team Sports,294.65,each,False,67
733,engage rich synergies,Rhodes-Randolph,Garden - Grills,Garden,Grills,486.38,each,False,67
734,enable compelling models,"Jennings,",Sporting Goods - Team Sports,Sporting Goods,Team Sports,408.97,set,False,63
735,embrace wireless synergies,"Lee,",Beauty - Bath & Body,Beauty,Bath & Body,5.28,oz,False,57
736,brand cross-media action-items,"Guerrero,",Clothing - Women,Clothing,Women,40.38,each,False,28
737,mesh revolutionary metrics,Oconnell-Craig,Clothing - Women,Clothing,Women,80.35,each,False,85
738,matrix magnetic ROI,Richardson,Home - Living Room,Home,Living Room,405.95,each,False,62
739,deliver synergistic markets,Simpson-Jackson,Beauty - Fragrance,Beauty,Fragrance,106.92,oz,False,83
740,embrace cross-platform methodologies,Decker,Sporting Goods - Fitness,Sporting Goods,Fitness,123.34,each,False,74
741,envisioneer seamless info-mediaries,Baker-Smith,Automotive - Accessories,Automotive,Accessories,69.08,oz,False,6
742,whiteboard impactful e-tailers,Hickman-Haley,Automotive - Accessories,Automotive,Accessories,29.83,qt,False,24
743,deliver robust bandwidth,"Charles,",Health - Personal Care,Health,Personal Care,300.47,each,False,82
744,target open-source content,Rodriguez-Bailey,Grocery - Bakery,Grocery,Bakery,473.72,lb,True,58
745,drive viral interfaces,Smith-Jordan,Automotive - Tools,Automotive,Tools,433.91,each,False,29
746,aggregate strategic deliverables,"Roach,",Sporting Goods - Winter Sports,Sporting Goods,Winter Sports,73.06,pair,False,99
747,implement B2C web services,Perez-Foster,Clothing - Accessories,Clothing,Accessories,330.5,each,False,22
748,monetize bricks-and-clicks e-commerce,Herrera,Toys - Educational,Toys,Educational,299.06,each,False,30
749,transform visionary web services,Martin-Gomez,Sporting Goods - Water Sports,Sporting Goods,Water Sports,67.83,each,False,26
750,brand clicks-and-mortar convergence,"Gonzalez,",Health - Wellness,Health,Wellness,342.81,count,False,78
751,strategize next-generation supply-chains,Martin,Electronics - TVs,Electronics,TVs,238.97,each,False,69
752,syndicate real-time initiatives,Burns-Simpson,Health - Vitamins,Health,Vitamins,48.4,each,False,17
753,innovate end-to-end vortals,Shaw-Mclean,Automotive - Electronics,Automotive,Electronics,414.1,oz,False,84
754,e-enable integrated channels,Rosario,Sporting Goods - Winter Sports,Sporting Goods,Winter Sports,211.49,each,False,90
755,enable B2C convergence,"Smith,",Health - Personal Care,Health,Personal Care,116.27,oz,False,99
756,e-enable cross-platform e-commerce,"Mclaughlin,",Sporting Goods - Team Sports,Sporting Goods,Team Sports,295.34,pair,False,98
757,synthesize strategic e-commerce,Williamson,Automotive - Parts,Automotive,Parts,213.88,qt,False,62
758,deliver viral action-items,Wang-Lin,Home - Kitchen,Home,Kitchen,143.06,set,False,33
759,scale interactive web services,Gonzalez-Mccarthy,Home - Kitchen,Home,Kitchen,355.15,each,False,74
760,exploit sticky mindshare,"White,",Health - Vitamins,Health,Vitamins,260.83,oz,False,84
761,whiteboard B2C e-services,Anderson,Home - Bedroom,Home,Bedroom,205.59,each,False,20
762,empower dynamic eyeballs,Smith-Gonzalez,Sporting Goods - Winter Sports,Sporting Goods,Winter Sports,128.3,pair,False,55
763,cultivate scalable architectures,Warren-Graves,Automotive - Oil & Fluids,Automotive,Oil & Fluids,306.71,oz,False,51
764,enhance magnetic supply-chains,Mendoza-Hicks,Home - Living Room,Home,Living Room,276.94,set,False,23
765,visualize scalable content,Adams,Toys - Outdoor,Toys,Outdoor,278.34,set,False,40
766,seize next-generation action-items,Jacobson-White,Automotive - Oil & Fluids,Automotive,Oil & Fluids,387.54,qt,False,95
767,implement scalable web services,"Morris,",Clothing - Men,Clothing,Men,374.4,each,False,90
768,expedite mission-critical e-commerce,King,Clothing - Men,Clothing,Men,108.79,each,False,44
769,disintermediate open-source content,Davis,Health - Wellness,Health,Wellness,349.12,each,False,7
770,innovate end-to-end supply-chains,Figueroa-Ward,Clothing - Shoes,Clothing,Shoes,482.35,each,False,12
771,revolutionize out-of-the-box action-items,"Hill,",Clothing - Shoes,Clothing,Shoes,463.07,each,False,12
772,transform end-to-end functionalities,"Guzman,",Electronics - Phones,Electronics,Phones,112.43,each,False,78
773,matrix dynamic solutions,"Griffin,",Grocery - Meat,Grocery,Meat,465.47,gal,True,79
774,re-intermediate cross-platform content,"Wells,",Health - First Aid,Health,First Aid,356.37,each,False,8
775,orchestrate revolutionary channels,Barnes,Clothing - Shoes,Clothing,Shoes,220.6,each,False,85
776,morph cross-media relationships,Soto-Wilson,Health - First Aid,Health,First Aid,98.97,each,False,66
777,brand innovative info-mediaries,Mills-Farley,Health - Medicine,Health,Medicine,308.35,each,False,5
778,generate vertical communities,"Hill,",Toys - Puzzles,Toys,Puzzles,328.19,each,False,12
779,maximize leading-edge solutions,"Olsen,",Garden - Grills,Garden,Grills,177.85,lb,False,52
780,deliver intuitive communities,Christensen-Cruz,Automotive - Accessories,Automotive,Accessories,259.83,oz,False,91
781,revolutionize integrated interfaces,"Nelson,",Electronics - Computers,Electronics,Computers,275.69,each,False,45
782,architect value-added mindshare,Gordon-Le,Garden - Tools,Garden,Tools,303.96,each,False,59
783,morph seamless e-services,Erickson-Arnold,Sporting Goods - Winter Sports,Sporting Goods,Winter Sports,4.31,each,False,53
784,leverage magnetic paradigms,"Allen,",Health - Vitamins,Health,Vitamins,280.19,each,False,38
785,matrix efficient channels,Marks-Williams,Toys - Action Figures,Toys,Action Figures,401.86,set,False,69
786,incentivize best-of-breed users,Smith,Automotive - Oil & Fluids,Automotive,Oil & Fluids,347.7,qt,False,73
787,whiteboard out-of-the-box vortals,Potts,Beauty - Skincare,Beauty,Skincare,379.21,ml,False,88
788,morph global e-markets,"Phillips,",Beauty - Bath & Body,Beauty,Bath & Body,431.28,ml,False,15
789,implement synergistic e-services,"Sanford,",Garden - Plants,Garden,Plants,192.56,each,False,87
790,incubate sticky architectures,"Scott,",Home - Bedroom,Home,Bedroom,207.38,set,False,67
791,architect visionary e-services,Adams-Perkins,Health - Vitamins,Health,Vitamins,351.0,oz,False,32
792,exploit impactful eyeballs,Hall-Barber,Garden - Plants,Garden,Plants,200.66,gal,False,44
793,disintermediate B2B info-mediaries,Crawford,Electronics - Gaming,Electronics,Gaming,465.83,each,False,41
794,reinvent virtual solutions,"Henry,",Toys - Puzzles,Toys,Puzzles,447.36,set,False,24
795,utilize extensible communities,Roth,Home - Living Room,Home,Living Room,369.07,each,False,95
796,expedite dynamic partnerships,Jones,Home - Bedroom,Home,Bedroom,104.97,each,False,32
797,target wireless platforms,"Rose,",Automotive - Oil & Fluids,Automotive,Oil & Fluids,79.68,each,False,16
798,expedite mission-critical architectures,Smith-Serrano,Electronics - Audio,Electronics,Audio,307.68,each,False,62
799,engineer revolutionary channels,Carrillo,Toys - Outdoor,Toys,Outdoor,159.07,set,False,63
800,orchestrate value-added synergies,Daniels,Clothing - Accessories,Clothing,Accessories,141.56,each,False,97
801,iterate strategic solutions,Castillo,Automotive - Accessories,Automotive,Accessories,28.96,qt,False,62
802,productize visionary communities,Rivera-Moore,Health - Vitamins,Health,Vitamins,252.22,oz,False,88
803,streamline real-time functionalities,"Martinez,",Clothing - Shoes,Clothing,Shoes,488.29,each,False,41
804,envisioneer sticky mindshare,Thomas-Barr,Grocery - Dairy,Grocery,Dairy,337.69,gal,True,75
805,utilize bleeding-edge e-commerce,Hernandez-Rios,Electronics - Phones,Electronics,Phones,182.07,each,False,24
806,enhance integrated methodologies,"Carson,",Health - First Aid,Health,First Aid,120.09,oz,False,79
807,embrace magnetic platforms,Howard-Gilbert,Toys - Dolls,Toys,Dolls,93.58,set,False,27
808,embrace bricks-and-clicks infrastructures,Munoz,Sporting Goods - Team Sports,Sporting Goods,Team Sports,183.8,set,False,36
809,brand open-source metrics,Shelton,Beauty - Skincare,Beauty,Skincare,286.55,each,False,88
810,productize seamless e-business,Bailey-Garcia,Home - Kitchen,Home,Kitchen,360.96,each,False,72
811,redefine rich web services,Cantu-Cochran,Sporting Goods - Water Sports,Sporting Goods,Water Sports,99.63,pair,False,20
812,unleash intuitive synergies,Strickland,Beauty - Makeup,Beauty,Makeup,89.94,ml,False,18
813,harness B2B architectures,Griffith-Floyd,Health - Wellness,Health,Wellness,360.83,oz,False,39
814,syndicate innovative initiatives,"Simmons,",Garden - Decor,Garden,Decor,429.52,each,False,51
815,harness end-to-end ROI,Gomez-Snyder,Electronics - TVs,Electronics,TVs,31.89,each,False,61
816,syndicate transparent metrics,"Cook,",Electronics - Audio,Electronics,Audio,372.8,each,False,47
817,incentivize integrated e-markets,"Crawford,",Toys - Outdoor,Toys,Outdoor,279.62,set,False,45
818,transition bleeding-edge architectures,Carpenter,Grocery - Meat,Grocery,Meat,62.37,lb,True,74
819,mesh magnetic infrastructures,Ward,Automotive - Electronics,Automotive,Electronics,88.91,qt,False,46
820,iterate vertical relationships,"Wells,",Toys - Outdoor,Toys,Outdoor,244.76,set,False,11
821,redefine cross-media relationships,Phillips,Sporting Goods - Winter Sports,Sporting Goods,Winter Sports,144.68,pair,False,19
822,e-enable next-generation action-items,Carey,Clothing - Children,Clothing,Children,212.05,each,False,10
823,extend global initiatives,"Padilla,",Electronics - TVs,Electronics,TVs,173.12,each,False,41
824,brand out-of-the-box markets,"Rodriguez,",Garden - Outdoor Furniture,Garden,Outdoor Furniture,303.47,lb,False,35
825,expedite granular web-readiness,Diaz,Beauty - Hair Care,Beauty,Hair Care,374.44,each,False,58
826,incentivize intuitive synergies,"Guerra,",Sporting Goods - Camping,Sporting Goods,Camping,93.57,each,False,17
827,syndicate global deliverables,"Rush,",Home - Bedroom,Home,Bedroom,470.33,each,False,27
828,grow value-added technologies,Moore,Clothing - Shoes,Clothing,Shoes,53.29,each,False,61
829,integrate virtual mindshare,Smith,Health - Vitamins,Health,Vitamins,15.12,oz,False,68
830,innovate ubiquitous schemas,"Gallegos,",Electronics - Computers,Electronics,Computers,132.69,each,False,11
831,unleash bleeding-edge e-commerce,Nelson,Sporting Goods - Team Sports,Sporting Goods,Team Sports,116.21,pair,False,37
832,mesh enterprise channels,"Lewis,",Beauty - Skincare,Beauty,Skincare,67.37,oz,False,4
833,reinvent intuitive bandwidth,Edwards-May,Grocery - Bakery,Grocery,Bakery,430.45,count,True,61
834,transition enterprise communities,Pratt,Beauty - Bath & Body,Beauty,Bath & Body,467.55,each,False,57
